"Time [ns]","Distance [mm]","By [T]"
60000000,263.027004,0.166968779861334
60000000,263.552008,0.172836766841005
60000000,264.077012,0.178704753820675
60000000,264.602016,0.184572740800345
60000000,265.12702,0.190440727780016
60000000,265.652024,0.172395102893148
60000000,266.177028,0.152270000290881
60000000,266.702032,0.132144897688616
60000000,267.227036,0.114058730427965
60000000,267.75204,0.102436542521115
60000000,268.277044,0.0908143546142654
60000000,268.802048,0.0810030791164025
60000000,269.327052,0.0733429185990056
60000000,269.852056,0.0656827580816078
60000000,270.37706,0.0586643556344587
60000000,270.902064,0.0525783679788603
60000000,271.427068,0.0464923803232624
60000000,271.952072,0.0408746801421998
60000000,272.477076,0.0352363911426107
60000000,273.00208,0.0295582644299048
60000000,273.527084,0.0237259702500947
60000000,274.052088,0.0178936760702852
60000000,274.577092,0.01281026509081
60000000,275.102096,0.00785811768905473
60000000,275.6271,0.00357476442475151
60000000,276.152104,0.00662078566763341
60000000,276.677108,0.00966680691051498
60000000,277.202112,0.0133695065648654
60000000,277.727116,0.0173640745092876
60000000,278.25212,0.0213586424537094
60000000,278.777124,0.0263249210441252
60000000,279.302128,0.0284197001191848
60000000,279.827132,0.0305144791942443
60000000,280.352136,0.0326092582693041
60000000,280.87714,0.0347040373443637
60000000,281.402144,0.0341239303547335
60000000,281.927148,0.0283955615264584
60000000,282.452152,0.0226671926981826
60000000,282.977156,0.0169388238699075
60000000,283.50216,0.0112104550416324
60000000,284.027164,0.00612575789305639
60000000,284.552168,0.00123352219558226
60000000,285.077172,-0.00365871350189241
60000000,285.602176,-0.00855094919936653
60000000,286.12718,-0.0134431848968407
60000000,286.652184,-0.0172108926500911
60000000,287.177188,-0.0237489896877553
60000000,287.702192,-0.0302870867254201
60000000,288.227196,-0.0368251837630842
60000000,288.7522,-0.0433632808007483
60000000,289.277204,-0.0499013778384132
60000000,289.802208,-0.0620043375903958
60000000,290.327212,-0.0750152097273184
60000000,290.852216,-0.0880260818642395
60000000,291.37722,-0.101036954001161
60000000,291.902224,-0.113004038842042
60000000,292.427228,-0.117657689746762
60000000,292.952232,-0.122311340651483
60000000,293.477236,-0.124702094953963
60000000,294.00224,-0.127002715074006
60000000,294.527244,-0.129303335194048
60000000,295.052248,-0.134541640065139
60000000,295.577252,-0.13763137760832
60000000,296.102256,-0.1407211151515
60000000,296.62726,-0.143810852694681
60000000,297.152264,-0.146900590237861
60000000,297.677268,-0.132460015643916
60000000,298.202272,-0.120747987913859
60000000,298.727276,-0.109035960183804
60000000,299.25228,-0.0973239324537465
60000000,299.777284,-0.0856119047236908
60000000,300.302288,-0.0806893713063505
60000000,300.827292,-0.0776937649136012
60000000,301.352296,-0.0746981585208522
60000000,301.8773,-0.0717025521281029
60000000,302.402304,-0.0687069457353539
60000000,302.927308,-0.0673705426975939
60000000,303.452312,-0.0679724386223211
60000000,303.977316,-0.0685743345470483
60000000,304.50232,-0.0691762304717755
60000000,305.027324,-0.0697781263965026
60000000,305.552328,-0.0717210048166098
60000000,306.077332,-0.0787242994006448
60000000,306.602336,-0.085727593984679
60000000,307.12734,-0.0927308885687139
60000000,307.652344,-0.102506753005175
60000000,308.177348,-0.110721117421469
60000000,308.702352,-0.118935481837763
60000000,309.227356,-0.124615239347942
60000000,309.75236,-0.130491784340619
60000000,310.277364,-0.136817799654904
60000000,310.802368,-0.144236151153059
60000000,311.327372,-0.151654502651214
60000000,311.852376,-0.160418052604295
60000000,312.37738,-0.16131961129607
60000000,312.902384,-0.162221169987845
60000000,313.427388,-0.16312272867962
60000000,313.952392,-0.143293445379835
60000000,314.477396,-0.126758414233096
60000000,315.0024,-0.110223383086355
60000000,315.527404,-0.0936883519396154
60000000,316.052408,-0.077153320792874
60000000,316.577412,-0.070420759869069
60000000,317.102416,-0.0629858918224724
60000000,317.62742,-0.055551023775875
60000000,318.152424,-0.0481161557292784
60000000,318.677428,-0.040681287682681
60000000,319.202432,-0.0348132422151157
60000000,319.727436,-0.0285018867929309
60000000,320.25244,-0.0221905313707456
60000000,320.777444,-0.0158791759485609
60000000,321.302448,-0.00956782052637552
60000000,321.827452,-0.00193976577746135
60000000,322.352456,0.00543055182610606
60000000,322.87746,0.0128008694296727
60000000,323.402464,0.0201711870332394
60000000,323.927468,0.021473623360065
60000000,324.452472,0.0204453471055051
60000000,324.977476,0.016248931983387
60000000,325.50248,0.0122912221494794
60000000,326.027484,0.00837212926634111
60000000,326.552488,0.00481944085169018
60000000,327.077492,0.00126675243703953
60000000,327.602496,-0.0022859359776114
60000000,328.1275,-0.00409306034378761
60000000,328.652504,-0.00570359113905609
60000000,329.177508,-0.00731412193432479
60000000,329.702512,-0.00630368183376875
60000000,330.227516,-0.00252558157349885
60000000,330.75252,0.00125251868677075
60000000,331.277524,0.00503061894704024
60000000,331.802528,0.00882056675347862
60000000,332.327532,0.0127588398260389
60000000,332.852536,0.0168416044822753
60000000,333.37754,0.0210865584928643
60000000,333.902544,0.0253315125034532
60000000,334.427548,0.0299567818688989
60000000,334.952552,0.0347577891534525
60000000,335.477556,0.0401427507590568
60000000,336.00256,0.0459998991599208
60000000,336.527564,0.0515270765542916
60000000,337.052568,0.0608570134067344
60000000,337.577572,0.070186950259177
60000000,338.102576,0.0818107932329932
60000000,338.62758,0.0959157545200678
60000000,339.152584,0.110020715807144
60000000,339.677588,0.125086710528901
60000000,340.202592,0.128694698513553
60000000,340.727596,0.132302686498204
60000000,341.2526,0.135910674482856
60000000,341.777604,0.135654457771683
60000000,342.302608,0.136402275619246
60000000,342.827612,0.13715009346681
60000000,343.352616,0.139588836577502
60000000,343.87762,0.142471616419841
60000000,344.402624,0.143352595047783
60000000,344.927628,0.140429098429757
60000000,345.452632,0.137505601811731
60000000,345.977636,0.119473752264362
60000000,346.50264,0.10746291559454
60000000,347.027644,0.0954520789247168
60000000,347.552648,0.0834412422548947
60000000,348.077652,0.0714304055850713
60000000,348.602656,0.0675141229594292
60000000,349.12766,0.063007109512206
60000000,349.652664,0.0585000960649825
60000000,350.177668,0.0539930826177593
60000000,350.702672,0.0494860691705358
60000000,351.227676,0.0469477451148911
60000000,351.75268,0.0448338011775163
60000000,352.277684,0.0427198572401411
60000000,352.802688,0.0406059133027663
60000000,353.327692,0.0384919693653912
60000000,353.852696,0.0370900882411104
60000000,354.3777,0.0385234282936587
60000000,354.902704,0.0399567683462072
60000000,355.427708,0.0413901083987554
60000000,355.952712,0.0428234484513039
60000000,356.477716,0.0466423419707975
60000000,357.00272,0.0493853795138918
60000000,357.527724,0.0519082342512841
60000000,358.052728,0.0545653125344891
60000000,358.577732,0.0572223908176945
60000000,359.102736,0.0602551907798276
60000000,359.62774,0.0635009598139419
60000000,360.152744,0.0660272340720053
60000000,360.677748,0.0657900678193195
60000000,361.202752,0.0655529015666337
60000000,361.727756,0.0615235568056178
60000000,362.25276,0.0522180079500201
60000000,362.777764,0.0429124590944237
60000000,363.302768,0.0368524320873668
60000000,363.827772,0.0308790379079771
60000000,364.352776,0.0248504296830839
60000000,364.87778,0.0206981620961694
60000000,365.402784,0.0165458945092554
60000000,365.927788,0.0123936269223413
60000000,366.452792,0.00824135933542688
60000000,366.977796,0.00493250282559144
60000000,367.5028,0.000728183472632267
60000000,368.027804,-0.00347613588032657
60000000,368.552808,-0.0076804552332853
60000000,369.077812,-0.0118847745862446
60000000,369.602816,-0.0160890939392034
60000000,370.12782,-0.0236894249709126
60000000,370.652824,-0.0288932855884875
60000000,371.177828,-0.0340971462060623
60000000,371.702832,-0.0393010068236378
60000000,372.227836,-0.0445048674412125
60000000,372.75284,-0.0399975040923166
60000000,373.277844,-0.0383258298120165
60000000,373.802848,-0.0366541555317164
60000000,374.327852,-0.0349824812514162
60000000,374.852856,-0.0333108069711161
60000000,375.37786,-0.0317429875655537
60000000,375.902864,-0.0303763420052802
60000000,376.427868,-0.0290389450262436
60000000,376.952872,-0.0268379110895686
60000000,377.477876,-0.0246368771528938
60000000,378.00288,-0.02180594388428
60000000,378.527884,-0.0188534821558271
60000000,379.052888,-0.0165989093963981
60000000,379.577892,-0.0149167993828293
60000000,380.102896,-0.0132346893692604
60000000,380.6279,-0.0118424550920485
60000000,381.152904,-0.0110433414880512
60000000,381.677908,-0.0102442278840538
60000000,382.202912,-0.0094451142800565
60000000,382.727916,-0.00864600067605919
60000000,383.25292,-0.00805138796806532
60000000,383.777924,-0.0076639565706959
60000000,384.302928,-0.00727652517332643
60000000,384.827932,-0.00688909377595701
60000000,385.352936,-0.00662213200799644
60000000,385.87794,-0.00675477559672323
60000000,386.402944,-0.00688741918545
60000000,386.927948,-0.00702006277417679
60000000,387.452952,-0.00715270636290356
60000000,387.977956,-0.00692144854329585
60000000,388.50296,-0.00638985181960547
60000000,389.027964,-0.00585825509591509
60000000,389.552968,-0.00501090250801007
60000000,390.077972,-0.00424027984626891
60000000,390.602976,-0.00346965718452768
60000000,391.12798,-0.0027022090482695
60000000,391.652984,-0.00206821155480787
60000000,392.177988,-0.00143421406134621
60000000,392.702992,-0.00080021656788461
60000000,393.227996,-0.000214377661935212
60000000,393.753,0.000362519371283216
60000000,394.278004,0.000939416404501644
60000000,394.803008,0.00152093676276893
60000000,395.328012,0.00188276474880285
60000000,395.853016,0.00224459273483679
60000000,396.37802,0.0026064207208707
60000000,396.903024,0.00248150168794733
60000000,397.428028,0.00235238625035279
60000000,397.953032,0.00222327081275826
60000000,398.478036,0.00209415537516372
60000000,399.00304,0.00196503993756919
60000000,399.528044,0.00191505312465259
60000000,400.053048,0.00188297114513705
60000000,400.578052,0.00185088916562151
60000000,401.103056,0.00181880718610597
60000000,401.62806,0.00178672520659043
60000000,402.153064,0.00176472368836086
60000000,402.678068,0.00174571320965883
60000000,403.203072,0.0017267027309568
60000000,403.728076,0.00170769225225477
60000000,404.25308,0.00168868177355274
60000000,404.778084,0.00165756080722346
60000000,405.303088,0.00164004305835286
60000000,405.828092,0.00162252530948225
60000000,406.353096,0.00160500756061164
60000000,406.8781,0.00158748981174103
60000000,407.403104,0.00156421672184944
60000000,407.928108,0.00154435447148896
60000000,408.453112,0.00152449222112848
60000000,408.978116,0.001504629970768
60000000,409.50312,0.00148476772040753
60000000,410.028124,0.00146142859869934
60000000,410.553128,0.00144250436187773
60000000,411.078132,0.00142358012505612
60000000,411.603136,0.0014046558882345
60000000,412.12814,0.00138573165141289
60000000,412.653144,0.00136768306558015
60000000,413.178148,0.00135126836100724
60000000,413.703152,0.00133485365643432
60000000,414.228156,0.00131843895186141
60000000,414.75316,0.00130202424728849
60000000,415.278164,0.00127612418125935
60000000,415.803168,0.00126002676162922
60000000,416.328172,0.00124392934199909
60000000,416.853176,0.00122783192236896
60000000,417.37818,0.00121173450273883
60000000,417.903184,0.00118762721760462
60000000,418.428188,0.00117231236318568
60000000,418.953192,0.00115699750876673
60000000,419.478196,0.0011416826543478
60000000,420.0032,0.00112636779992886
60000000,420.528204,0.00111105294550991
60000000,421.053208,0.00109467480240919
60000000,421.578212,0.00107937272456514
60000000,422.103216,0.00106407064672109
60000000,422.62822,0.00104876856887704
60000000,423.153224,0.00103346649103298
60000000,423.678228,0.00101661633928143
60000000,424.203232,0.00100199940526514
60000000,424.728236,0.000987382471248857
60000000,425.25324,0.00097276553723257
60000000,425.778244,0.000958148603216283
60000000,426.303248,0.000942697949166804
60000000,426.828252,0.0009289705841763
60000000,427.353256,0.000915243219185798
60000000,427.87826,0.000901515854195293
60000000,428.403264,0.00088778848920479
60000000,428.928268,0.000875343928083409
60000000,429.453272,0.000862853229069527
60000000,429.978276,0.000850362530055647
60000000,430.50328,0.000837871831041764
60000000,431.028284,0.000825381132027884
60000000,431.553288,0.00081178421530588
60000000,432.078292,0.000799628901382512
60000000,432.603296,0.000787473587459146
60000000,433.1283,0.000775318273535779
60000000,433.653304,0.000763162959612413
60000000,434.178308,0.000750282190367023
60000000,434.703312,0.000738878032574942
60000000,435.228316,0.000727473874782863
60000000,435.75332,0.000716069716990782
60000000,436.278324,0.000704665559198703
60000000,436.803328,0.000693661955182662
60000000,437.328332,0.000683306541245057
60000000,437.853336,0.000672951127307452
60000000,438.37834,0.000662595713369847
60000000,438.903344,0.000652240299432243
60000000,439.428348,0.000641718911110772
60000000,439.953352,0.0006317808652858
60000000,440.478356,0.000621842819460829
60000000,441.00336,0.000611904773635857
60000000,441.528364,0.000601966727810885
60000000,442.053368,0.000591336508010165
60000000,442.578372,0.000582068700008944
60000000,443.103376,0.000572800892007722
60000000,443.62838,0.0005635330840065
60000000,444.153384,0.00055426527600528
60000000,444.678388,0.000544918079080516
60000000,445.203392,0.000536340738479919
60000000,445.728396,0.000527763397879323
60000000,446.2534,0.000519186057278725
60000000,446.778404,0.000510608716678128
60000000,447.303408,0.000502031376077531
60000000,447.828412,0.00049448710018517
60000000,448.353416,0.000486685137972413
60000000,448.87842,0.000478883175759654
60000000,449.403424,0.000471081213546897
60000000,449.928428,0.000463279251334139
60000000,450.453432,0.00045426011891188
60000000,450.978436,0.000446996103737162
60000000,451.50344,0.000439732088562443
60000000,452.028444,0.000432468073387726
60000000,452.553448,0.000425204058213007
60000000,453.078452,0.000417141764619384
60000000,453.603456,0.000410352612144246
60000000,454.12846,0.000403563459669109
60000000,454.653464,0.000396774307193972
60000000,455.178468,0.000389985154718834
60000000,455.703472,0.000383298026326598
60000000,456.228476,0.000377057734213879
60000000,456.75348,0.00037081744210116
60000000,457.278484,0.000364577149988442
60000000,457.803488,0.000358336857875723
60000000,458.328492,0.000352154639923334
60000000,458.853496,0.000346206878139564
60000000,459.3785,0.000340259116355795
60000000,459.903504,0.000334311354572025
60000000,460.428508,0.000328363592788255
60000000,460.953512,0.000322127167126264
60000000,461.478516,0.00031662285896217
60000000,462.00352,0.000311118550798077
60000000,462.528524,0.000305614242633983
60000000,463.053528,0.00030010993446989
60000000,463.578532,0.000294642762211916
60000000,464.103536,0.000289554225088607
60000000,464.62854,0.000284465687965299
60000000,465.153544,0.000279377150841991
60000000,465.678548,0.000274288613718682
60000000,466.203552,0.000269640769074527
60000000,466.728556,0.000265026029936228
60000000,467.25356,0.000260411290797929
60000000,467.778564,0.00025579655165963
60000000,468.303568,0.000251181812521331
60000000,468.828572,0.000246174344936413
60000000,469.353576,0.000241859589129078
60000000,469.87858,0.000237544833321743
60000000,470.403584,0.000233230077514407
60000000,470.928588,0.000228915321707072
60000000,471.453592,0.000224401590176942
60000000,471.978596,0.000220409575974567
60000000,472.5036,0.000216417561772191
60000000,473.028604,0.000212425547569815
60000000,473.553608,0.000208433533367439
60000000,474.078612,0.000204441519165064
60000000,474.603616,0.000200918088790836
60000000,475.12862,0.000197272905360633
60000000,475.653624,0.000193627721930429
60000000,476.178628,0.000189982538500226
60000000,476.703632,0.000186337355070023
60000000,477.228636,0.000183295350521672
60000000,477.75364,0.000179966653498314
60000000,478.278644,0.000176637956474956
60000000,478.803648,0.000173309259451598
60000000,479.328652,0.00016998056242824
60000000,479.853656,0.000166491010658435
60000000,480.37866,0.000163370199155465
60000000,480.903664,0.000160249387652495
60000000,481.428668,0.000157128576149526
60000000,481.953672,0.000154007764646556
60000000,482.478676,0.000150836161806836
60000000,483.00368,0.000147975140659696
60000000,483.528684,0.000145114119512556
60000000,484.053688,0.000142253098365416
60000000,484.578692,0.000139392077218275
60000000,485.103696,0.000136674579292912
60000000,485.6287,0.00013404267141296
60000000,486.153704,0.000131410763533009
60000000,486.678708,0.000128778855653058
60000000,487.203712,0.000126146947773106
60000000,487.728716,0.000123849974993188
60000000,488.25372,0.000121465879430119
60000000,488.778724,0.000119081783867049
60000000,489.303728,0.00011669768830398
60000000,489.828732,0.000114313592740911
60000000,490.353736,0.000111899528537752
60000000,490.87874,0.000109654644405111
60000000,491.403744,0.00010740976027247
60000000,491.928748,0.000105164876139829
60000000,492.453752,0.000102919992007188
60000000,492.978756,0.000100501850841057
60000000,493.50376,9.84342416848286e-05
60000000,494.028764,9.63666325286008e-05
60000000,494.553768,9.42990233723729e-05
60000000,495.078772,9.22314142161448e-05
60000000,495.603776,9.01112454384814e-05
60000000,496.12878,8.81914319739282e-05
60000000,496.653784,8.62716185093753e-05
60000000,497.178788,8.43518050448222e-05
60000000,497.703792,8.24319915802691e-05
60000000,498.228796,8.05121781157162e-05
60000000,498.7538,7.88288793049707e-05
60000000,499.278804,7.70548651922664e-05
60000000,499.803808,7.52808510795621e-05
60000000,500.328812,7.35068369668576e-05
60000000,500.853816,7.17328228541533e-05
60000000,501.37882,7.02372209961276e-05
60000000,501.903824,6.85939005972655e-05
60000000,502.428828,6.69505801984034e-05
60000000,502.953832,6.53072597995411e-05
60000000,503.478836,6.3663939400679e-05
60000000,504.00384,6.19538777614513e-05
60000000,504.528844,6.03964997920347e-05
60000000,505.053848,5.88391218226181e-05
60000000,505.578852,5.72817438532014e-05
60000000,506.103856,5.57243658837848e-05
60000000,506.62886,5.41317083548304e-05
60000000,507.153864,5.26736482916813e-05
60000000,507.678868,5.1215588228532e-05
60000000,508.203872,4.97575281653829e-05
60000000,508.728876,4.82994681022337e-05
60000000,509.25388,4.68609005829291e-05
60000000,509.778884,4.547204696703e-05
60000000,510.303888,4.40831933511309e-05
60000000,510.828892,4.2694339735232e-05
60000000,511.353896,4.1305486119333e-05
60000000,511.8789,3.99944536584945e-05
60000000,512.403904,3.86679523897795e-05
60000000,512.928908,3.73414511210645e-05
60000000,513.453912,3.60149498523491e-05
60000000,513.978916,3.46884485836341e-05
60000000,514.50392,3.33423779468608e-05
60000000,515.028924,3.20533413221864e-05
60000000,515.553928,3.07643046975121e-05
60000000,516.078932,2.94752680728374e-05
60000000,516.603936,2.8186231448163e-05
60000000,517.12894,2.69033911372315e-05
60000000,517.653944,2.56456582135066e-05
60000000,518.178948,2.43879252897817e-05
60000000,518.703952,2.31301923660567e-05
60000000,519.228956,2.18724594423319e-05
60000000,519.75396,2.06294362057368e-05
60000000,520.278964,1.93870505354866e-05
60000000,520.803968,1.81446648652363e-05
60000000,521.328972,1.6902279194986e-05
60000000,521.853976,1.56633063140796e-05
60000000,522.37898,1.44182790237246e-05
60000000,522.903984,1.31732517333697e-05
60000000,523.428988,1.19366336719301e-05
60000000,523.953992,1.06909776196075e-05
60000000,524.478996,9.44532156728542e-06
60000000,525.004,8.19966551496317e-06
